2024-01-03 00:00:00:000,43.3,10,10,12,161,95,0.6,1.0,0.5,0.5,1
2024-01-03 00:00:00:100,43.3,13,15,11,165,101,0.4,1.0,0.4,0.6,1
2024-01-03 00:00:00:200,43.4,12,9,13,160,96,0.7,1.0,0.5,0.6,1
2024-01-03 00:00:00:300,43.4,13,13,11,161,107,0.5,1.0,0.5,0.6,1
2024-01-03 00:00:00:400,43.4,15,14,13,171,104,0.5,0.9,0.4,0.6,1
2024-01-03 00:00:00:500,43.4,12,15,14,177,90,0.4,1.0,0.5,0.5,1
2024-01-03 00:00:00:600,43.5,10,12,12,154,95,0.5,0.9,0.5,0.5,1
2024-01-03 00:00:00:700,43.5,9,12,13,167,95,0.6,0.9,0.5,0.6,1
2024-01-03 00:00:00:800,43.6,15,12,15,173,103,0.5,0.9,0.4,0.6,1
2024-01-03 00:00:00:900,43.7,13,11,13,158,103,0.4,1.0,0.4,0.6,1
2024-01-03 00:00:01:000,43.8,10,13,15,171,96,0.4,1.0,0.4,0.6,1
2024-01-03 00:00:01:100,44.0,10,9,12,162,109,0.5,1.0,0.5,0.5,1
2024-01-03 00:00:01:200,44.3,14,12,15,176,98,0.4,1.0,0.4,0.6,1
2024-01-03 00:00:01:300,44.5,10,14,13,182,90,0.6,1.0,0.4,0.6,1
2024-01-03 00:00:01:400,44.9,10,11,14,156,91,0.5,0.9,0.4,0.6,1
2024-01-03 00:00:01:500,45.5,13,13,11,169,103,0.4,1.0,0.4,0.5,1
2024-01-03 00:00:01:600,46.0,9,10,15,179,95,0.5,0.9,0.4,0.5,1
2024-01-03 00:00:01:700,46.6,13,12,13,175,101,0.6,1.0,0.4,0.6,1
2024-01-03 00:00:01:800,47.0,9,15,15,164,103,0.6,0.9,0.5,0.5,1
2024-01-03 00:00:01:900,47.9,15,16,14,163,107,0.5,0.9,0.5,0.5,1
2024-01-03 00:00:02:000,48.9,11,10,14,166,103,0.4,0.9,0.5,0.6,1
2024-01-03 00:00:02:100,49.7,10,15,14,163,97,0.4,1.0,0.4,0.5,1
2024-01-03 00:00:02:200,50.1,13,13,13,155,98,0.7,0.9,0.4,0.6,1
2024-01-03 00:00:02:300,50.6,12,15,15,162,91,0.7,1.0,0.5,0.6,1
2024-01-03 00:00:02:400,51.4,9,13,12,177,95,0.6,1.0,0.4,0.5,1
2024-01-03 00:00:02:500,52.8,12,16,12,153,103,0.8,1.0,0.4,0.5,1
2024-01-03 00:00:02:600,54.7,9,10,13,153,104,0.6,1.0,0.5,0.5,1
2024-01-03 00:00:02:700,55.4,12,11,15,175,103,0.6,1.0,0.5,0.6,1
2024-01-03 00:00:02:800,56.2,14,13,12,184,109,0.5,0.9,0.4,0.5,1
2024-01-03 00:00:02:900,57.8,14,11,12,156,93,0.4,1.0,0.4,0.5,1
2024-01-03 00:00:03:000,58.9,8,10,13,176,109,0.6,0.9,0.5,0.5,1
2024-01-03 00:00:03:100,61.5,8,14,13,151,99,0.4,0.9,0.4,0.5,1
2024-01-03 00:00:03:200,64.3,11,12,14,169,106,0.4,1.0,0.5,0.6,1
2024-01-03 00:00:03:300,67.6,10,14,14,172,103,0.4,1.0,0.5,0.6,1
2024-01-03 00:00:03:400,68.3,14,12,15,183,97,0.8,0.9,0.4,0.5,1
2024-01-03 00:00:03:500,70.1,13,12,12,173,104,0.4,0.9,0.5,0.5,1
2024-01-03 00:00:03:600,70.5,13,12,16,159,107,0.5,0.9,0.4,0.6,1
2024-01-03 00:00:03:700,71.0,12,14,15,182,106,0.7,1.0,0.5,0.6,1
2024-01-03 00:00:03:800,72.0,11,10,16,168,103,0.5,0.9,0.4,0.6,1
2024-01-03 00:00:03:900,74.9,11,13,14,151,105,0.3,0.9,0.5,0.6,1
2024-01-03 00:00:04:000,78.0,10,14,17,152,95,0.6,0.9,0.5,0.5,1
2024-01-03 00:00:04:100,82.7,14,15,15,160,102,0.6,1.0,0.4,0.5,1
