2024-01-05 08:00:00:000,41.3,10,14,12,159,94,0.6,1.0,0.4,0.5
2024-01-05 08:00:00:100,41.3,12,13,16,155,107,0.3,1.0,0.4,0.6
2024-01-05 08:00:00:200,41.3,12,12,14,155,105,0.3,0.9,0.5,0.5
2024-01-05 08:00:00:300,41.3,11,16,16,178,93,0.5,1.0,0.4,0.6
2024-01-05 08:00:00:400,41.3,12,14,15,159,99,0.8,0.9,0.5,0.5
2024-01-05 08:00:00:500,41.3,10,9,12,182,104,0.7,1.0,0.4,0.6
2024-01-05 08:00:00:600,41.3,9,10,16,174,93,0.4,1.0,0.5,0.5
2024-01-05 08:00:00:700,41.3,10,13,12,178,89,0.8,0.9,0.5,0.6
2024-01-05 08:00:00:800,41.4,8,14,14,170,96,0.7,0.9,0.4,0.5
2024-01-05 08:00:00:900,41.4,11,12,15,167,93,0.4,1.0,0.5,0.6
2024-01-05 08:00:01:000,41.4,11,9,13,179,109,0.3,0.9,0.5,0.6
2024-01-05 08:00:01:100,41.4,12,11,14,175,102,0.8,1.0,0.5,0.5
2024-01-05 08:00:01:200,41.4,15,9,15,168,104,0.5,0.9,0.4,0.5
2024-01-05 08:00:01:300,41.4,14,11,15,171,94,0.6,1.0,0.5,0.6
2024-01-05 08:00:01:400,41.5,12,14,15,164,97,0.6,0.9,0.5,0.6
2024-01-05 08:00:01:500,41.5,11,16,12,170,99,0.7,1.0,0.4,0.6
2024-01-05 08:00:01:600,41.6,11,11,13,180,98,0.6,0.9,0.4,0.6
2024-01-05 08:00:01:700,41.6,10,11,11,174,94,0.8,0.9,0.5,0.6
2024-01-05 08:00:01:800,41.6,8,11,11,175,94,0.5,0.9,0.4,0.6
2024-01-05 08:00:01:900,41.6,14,16,13,169,89,0.6,0.9,0.4,0.6
2024-01-05 08:00:02:000,41.7,13,10,11,165,107,0.4,0.9,0.4,0.6
2024-01-05 08:00:02:100,41.8,9,13,11,170,92,0.6,0.9,0.5,0.6
2024-01-05 08:00:02:200,41.8,9,11,14,171,90,0.8,1.0,0.5,0.6
2024-01-05 08:00:02:300,41.9,10,14,16,155,91,0.7,0.9,0.5,0.6
2024-01-05 08:00:02:400,42.1,15,13,13,158,90,0.4,0.9,0.4,0.6
2024-01-05 08:00:02:500,42.3,14,10,14,166,105,0.5,1.0,0.5,0.5
2024-01-05 08:00:02:600,42.5,11,15,14,152,94,0.6,1.0,0.4,0.5
2024-01-05 08:00:02:700,42.7,8,11,15,180,90,0.5,1.0,0.4,0.5
2024-01-05 08:00:02:800,42.9,15,10,12,179,92,0.4,1.0,0.4,0.6
2024-01-05 08:00:02:900,43.2,10,10,12,156,90,0.4,1.0,0.4,0.6
2024-01-05 08:00:03:000,43.5,9,12,13,154,91,0.3,0.9,0.5,0.6
2024-01-05 08:00:03:100,43.5,11,15,14,164,104,0.7,0.9,0.5,0.5
2024-01-05 08:00:03:200,43.7,9,9,14,178,105,0.7,0.9,0.5,0.6
2024-01-05 08:00:03:300,43.7,12,16,13,182,98,0.4,1.0,0.5,0.5
2024-01-05 08:00:03:400,43.8,12,11,16,176,108,0.5,1.0,0.5,0.5
2024-01-05 08:00:03:500,43.9,13,9,13,169,104,0.6,1.0,0.4,0.5
2024-01-05 08:00:03:600,44.3,12,14,16,160,104,0.4,0.9,0.5,0.6
2024-01-05 08:00:03:700,44.6,12,15,15,160,107,0.8,0.9,0.5,0.6
2024-01-05 08:00:03:800,45.0,13,12,13,167,95,0.3,0.9,0.4,0.6
2024-01-05 08:00:03:900,45.3,9,10,14,156,91,0.7,1.0,0.5,0.5
2024-01-05 08:00:04:000,45.6,14,10,15,183,91,0.5,0.9,0.4,0.5
2024-01-05 08:00:04:100,46.0,15,15,11,161,108,0.6,1.0,0.5,0.6
2024-01-05 08:00:04:200,46.4,12,10,12,168,91,0.4,1.0,0.4,0.6
2024-01-05 08:00:04:300,47.1,8,13,11,180,91,0.5,0.9,0.5,0.5
2024-01-05 08:00:04:400,47.5,8,13,14,164,99,0.7,0.9,0.4,0.5
2024-01-05 08:00:04:500,47.8,12,14,12,176,89,0.4,1.0,0.5,0.6
2024-01-05 08:00:04:600,48.4,9,15,12,183,92,0.3,1.0,0.4,0.6
2024-01-05 08:00:04:700,49.1,10,11,12,167,96,0.7,1.0,0.5,0.6
2024-01-05 08:00:04:800,49.7,9,14,13,155,102,0.6,0.9,0.4,0.5
2024-01-05 08:00:04:900,50.0,13,14,12,182,101,0.6,1.0,0.4,0.6
2024-01-05 08:00:20:000,41.5,9,12,13,178,97,0.5,0.9,0.4,0.5
2024-01-05 08:00:20:100,42.3,18,14,13,179,95,0.3,1.0,0.5,0.5
2024-01-05 08:00:20:200,41.6,23,10,12,154,105,0.5,0.9,0.5,0.5
2024-01-05 08:00:20:300,41.5,27,10,13,165,105,0.4,1.0,0.4,0.5
2024-01-05 08:00:20:400,41.1,29,13,12,152,97,0.7,0.9,0.4,0.5
2024-01-05 08:00:20:500,41.4,31,10,14,168,99,0.4,1.0,0.5,0.5
2024-01-05 08:00:20:600,41.2,31,11,13,156,101,0.5,1.0,0.4,0.5
2024-01-05 08:00:20:700,41.6,32,9,12,157,104,0.6,0.9,0.5,0.6
2024-01-05 08:00:20:800,41.9,34,13,15,160,93,0.4,0.9,0.4,0.5
2024-01-05 08:00:20:900,41.0,34,15,12,168,101,0.5,1.0,0.5,0.5
2024-01-05 08:00:21:000,42.7,34,10,15,182,104,0.5,0.9,0.5,0.6
2024-01-05 08:00:21:100,41.7,35,12,13,162,103,0.7,1.0,0.5,0.5
2024-01-05 08:00:21:200,42.1,36,10,11,176,91,0.4,1.0,0.5,0.6
2024-01-05 08:00:21:300,43.0,37,12,15,183,96,0.8,1.0,0.5,0.6
2024-01-05 08:00:21:400,41.1,38,10,11,183,94,0.6,1.0,0.5,0.6
2024-01-05 08:00:21:500,41.5,38,11,12,179,94,0.6,0.9,0.5,0.6
2024-01-05 08:00:21:600,43.0,39,13,17,156,97,0.5,0.9,0.5,0.6
2024-01-05 08:00:21:700,41.9,40,13,13,152,104,0.3,0.9,0.5,0.5
2024-01-05 08:00:21:800,42.2,41,15,16,175,101,0.4,0.9,0.5,0.6
2024-01-05 08:00:21:900,42.7,41,11,12,174,105,0.4,0.9,0.5,0.6
2024-01-05 08:00:22:000,42.3,42,16,14,175,102,0.4,1.0,0.5,0.6
2024-01-05 08:00:22:100,43.3,42,11,16,164,91,0.5,0.9,0.4,0.6
2024-01-05 08:00:22:200,42.2,42,13,15,153,107,0.5,1.0,0.5,0.5
2024-01-05 08:00:22:300,42.4,42,13,14,167,102,0.6,0.9,0.4,0.5
2024-01-05 08:00:22:400,42.7,43,14,14,181,105,0.6,0.9,0.4,0.5
2024-01-05 08:00:22:500,43.0,43,15,13,154,105,0.6,1.0,0.5,0.6
2024-01-05 08:00:22:600,41.8,44,15,12,152,107,0.8,0.9,0.5,0.5
2024-01-05 08:00:22:700,41.7,44,12,13,182,101,0.7,0.9,0.4,0.5
2024-01-05 08:00:22:800,43.2,44,14,13,182,89,0.5,0.9,0.4,0.5
2024-01-05 08:00:22:900,42.8,45,12,11,171,91,0.5,1.0,0.5,0.5
2024-01-05 08:00:23:000,41.7,45,13,15,181,107,0.7,0.9,0.5,0.6
2024-01-05 08:00:23:100,42.1,45,14,15,172,109,0.6,1.0,0.4,0.6
2024-01-05 08:00:23:200,43.1,45,13,12,163,103,0.4,0.9,0.4,0.6
2024-01-05 08:00:23:300,42.2,46,13,17,161,103,0.8,1.0,0.5,0.5
2024-01-05 08:00:23:400,43.3,46,11,12,154,95,0.7,0.9,0.5,0.5
2024-01-05 08:00:23:500,43.0,47,12,15,155,102,0.3,1.0,0.5,0.6
2024-01-05 08:00:23:600,40.8,47,14,14,177,101,0.7,1.0,0.5,0.5
2024-01-05 08:00:23:700,43.3,47,12,16,164,105,0.7,0.9,0.5,0.5
2024-01-05 08:00:23:800,41.3,47,16,13,156,91,0.7,0.9,0.4,0.6
2024-01-05 08:00:23:900,42.2,47,12,16,161,95,0.4,0.9,0.5,0.5
2024-01-05 08:00:24:000,42.6,48,16,11,167,100,0.5,1.0,0.5,0.6
2024-01-05 08:00:24:100,42.5,48,13,13,150,98,0.6,0.9,0.4,0.5
2024-01-05 08:00:24:200,41.4,48,14,13,166,106,0.6,1.0,0.4,0.6
2024-01-05 08:00:24:300,42.2,49,15,17,160,104,0.7,1.0,0.5,0.6
2024-01-05 08:00:24:400,41.1,49,15,12,163,94,0.4,1.0,0.5,0.5
2024-01-05 08:00:24:500,42.9,49,13,12,183,98,0.5,1.0,0.5,0.6
2024-01-05 08:00:24:600,43.3,49,15,14,154,94,0.7,1.0,0.5,0.6
2024-01-05 08:00:24:700,42.4,50,14,13,152,96,0.7,0.9,0.4,0.5
2024-01-05 08:00:24:800,40.9,50,15,16,168,105,0.4,1.0,0.4,0.5
2024-01-05 08:00:24:900,40.9,50,14,11,180,92,0.7,1.0,0.5,0.6
2024-01-05 08:00:40:000,41.1,12,12,16,176,94,0.6,1.0,0.5,0.5
2024-01-05 08:00:40:100,41.1,9,12,15,176,100,0.6,0.9,0.4,0.6
2024-01-05 08:00:40:200,42.3,9,12,13,170,95,0.7,1.0,0.5,0.5
2024-01-05 08:00:40:300,41.1,9,12,13,171,105,0.6,1.0,0.5,0.6
2024-01-05 08:00:40:400,41.0,10,12,15,177,106,0.6,1.0,0.4,0.6
2024-01-05 08:00:40:500,41.2,15,12,17,157,92,0.5,1.0,0.5,0.5
2024-01-05 08:00:40:600,42.5,11,12,11,182,89,0.3,0.9,0.4,0.5
2024-01-05 08:00:40:700,42.8,15,13,12,160,103,0.4,0.9,0.4,0.6
2024-01-05 08:00:40:800,42.8,10,13,13,166,100,0.4,1.0,0.5,0.5
2024-01-05 08:00:40:900,42.8,12,13,13,152,100,0.8,0.9,0.5,0.6
2024-01-05 08:00:41:000,42.5,14,13,13,174,106,0.6,1.0,0.4,0.6
