2024-01-08 08:00:00:000,44.6,12,13,13,177,99,0.4,1.0,0.4,0.5
2024-01-08 08:00:00:100,46.5,13,15,17,176,108,0.5,1.0,0.4,0.5
2024-01-08 08:00:00:200,46.7,13,13,14,155,97,0.5,0.9,0.4,0.6
2024-01-08 08:00:00:300,47.2,12,13,15,161,106,0.4,0.9,0.4,0.5
2024-01-08 08:00:00:400,47.4,11,12,11,176,98,0.6,1.0,0.5,0.5
2024-01-08 08:00:00:500,47.7,12,12,12,169,108,0.5,1.0,0.4,0.6
2024-01-08 08:00:00:600,47.8,10,12,14,171,95,0.3,0.9,0.5,0.6
2024-01-08 08:00:00:700,47.9,14,9,13,169,109,0.5,0.9,0.5,0.5
2024-01-08 08:00:00:800,48.0,15,16,16,160,94,0.5,0.9,0.4,0.6
2024-01-08 08:00:00:900,48.2,9,12,14,165,90,0.7,0.9,0.5,0.5
2024-01-08 08:00:01:000,48.2,12,15,17,172,94,0.6,0.9,0.5,0.5
2024-01-08 08:00:01:100,48.4,9,13,15,158,102,0.8,1.0,0.4,0.6
2024-01-08 08:00:01:200,48.5,14,12,13,184,93,0.6,0.9,0.5,0.5
2024-01-08 08:00:01:300,48.6,8,10,15,159,99,0.7,1.0,0.4,0.5
2024-01-08 08:00:01:400,48.7,12,10,14,171,91,0.4,1.0,0.4,0.6
2024-01-08 08:00:01:500,48.7,12,9,14,154,108,0.4,1.0,0.4,0.5
2024-01-08 08:00:01:600,48.8,14,15,14,164,102,0.3,0.9,0.5,0.5
2024-01-08 08:00:01:700,48.8,8,11,12,184,90,0.8,1.0,0.4,0.6
2024-01-08 08:00:01:800,48.9,12,10,15,170,106,0.7,0.9,0.5,0.6
2024-01-08 08:00:01:900,49.0,9,9,12,155,105,0.6,0.9,0.4,0.5
2024-01-08 08:00:02:000,49.0,9,12,17,153,105,0.5,0.9,0.4,0.5
2024-01-08 08:00:02:100,49.1,11,9,15,172,95,0.8,1.0,0.4,0.6
2024-01-08 08:00:02:200,49.1,11,15,14,160,108,0.6,0.9,0.4,0.6
2024-01-08 08:00:02:300,49.2,13,13,12,169,109,0.8,1.0,0.4,0.5
2024-01-08 08:00:02:400,49.2,10,15,13,164,99,0.4,0.9,0.4,0.5
2024-01-08 08:00:02:500,49.2,8,15,15,171,99,0.7,0.9,0.5,0.5
2024-01-08 08:00:02:600,49.3,12,13,17,176,107,0.7,0.9,0.4,0.6
2024-01-08 08:00:02:700,49.3,10,9,17,162,98,0.5,1.0,0.5,0.5
2024-01-08 08:00:02:800,49.3,10,16,16,153,104,0.6,0.9,0.4,0.6
2024-01-08 08:00:02:900,49.4,9,10,12,169,94,0.5,1.0,0.4,0.6
2024-01-08 08:00:03:000,49.4,13,10,14,157,97,0.6,0.9,0.5,0.6
2024-01-08 08:00:03:100,49.5,14,13,12,181,97,0.5,1.0,0.4,0.5
2024-01-08 08:00:03:200,49.5,13,12,11,180,94,0.4,0.9,0.5,0.5
2024-01-08 08:00:03:300,49.6,12,14,13,178,90,0.8,1.0,0.4,0.5
2024-01-08 08:00:03:400,49.6,12,13,12,184,104,0.5,0.9,0.4,0.5
2024-01-08 08:00:03:500,49.6,9,13,11,177,94,0.6,1.0,0.5,0.5
2024-01-08 08:00:03:600,49.7,15,9,17,161,103,0.4,0.9,0.4,0.5
2024-01-08 08:00:03:700,49.7,11,16,14,163,96,0.6,0.9,0.4,0.5
2024-01-08 08:00:03:800,49.8,9,13,12,156,95,0.3,1.0,0.4,0.6
2024-01-08 08:00:03:900,49.8,13,15,12,178,101,0.7,1.0,0.4,0.5
2024-01-08 08:00:04:000,49.8,11,12,12,182,90,0.7,0.9,0.4,0.6
2024-01-08 08:00:04:100,49.8,13,13,14,160,107,0.6,0.9,0.5,0.6
2024-01-08 08:00:04:200,49.8,10,13,17,172,97,0.4,1.0,0.4,0.6
2024-01-08 08:00:04:300,49.9,11,12,17,167,97,0.4,0.9,0.5,0.6
2024-01-08 08:00:04:400,49.9,13,13,13,162,94,0.7,0.9,0.4,0.5
2024-01-08 08:00:04:500,49.9,10,11,16,165,89,0.5,0.9,0.4,0.5
2024-01-08 08:00:04:600,49.9,9,12,14,167,99,0.5,0.9,0.4,0.5
2024-01-08 08:00:04:700,50.0,13,12,14,158,100,0.4,1.0,0.4,0.5
2024-01-08 08:00:04:800,50.0,14,15,13,173,98,0.6,1.0,0.5,0.6
2024-01-08 08:00:04:900,50.0,12,14,12,160,105,0.4,1.0,0.5,0.6
2024-01-08 08:00:20:000,41.1,16,14,16,173,106,0.4,0.9,0.5,0.6
2024-01-08 08:00:20:100,40.9,16,11,15,183,89,0.6,1.0,0.5,0.6
2024-01-08 08:00:20:200,41.2,16,11,12,163,98,0.5,0.9,0.5,0.5
2024-01-08 08:00:20:300,43.5,16,14,15,172,102,0.4,0.9,0.4,0.6
2024-01-08 08:00:20:400,41.2,16,16,16,169,109,0.5,1.0,0.5,0.6
2024-01-08 08:00:20:500,41.7,16,13,16,157,107,0.3,1.0,0.4,0.5
2024-01-08 08:00:20:600,42.7,16,9,12,171,108,0.5,0.9,0.4,0.5
2024-01-08 08:00:20:700,40.9,16,10,12,153,106,0.7,0.9,0.5,0.6
2024-01-08 08:00:20:800,41.8,16,10,14,154,107,0.6,0.9,0.5,0.5
2024-01-08 08:00:20:900,40.9,16,9,13,164,91,0.3,1.0,0.4,0.6
2024-01-08 08:00:21:000,42.4,16,14,16,178,100,0.4,0.9,0.5,0.5
2024-01-08 08:00:21:100,41.4,16,9,12,162,103,0.3,0.9,0.5,0.5
2024-01-08 08:00:21:200,41.3,16,12,12,151,100,0.4,1.0,0.5,0.6
2024-01-08 08:00:21:300,42.2,16,11,14,176,100,0.6,1.0,0.5,0.5
2024-01-08 08:00:21:400,42.6,16,16,16,182,95,0.5,1.0,0.5,0.5
2024-01-08 08:00:21:500,43.4,16,10,15,154,92,0.4,1.0,0.4,0.5
2024-01-08 08:00:21:600,41.0,16,13,15,171,90,0.8,0.9,0.4,0.6
2024-01-08 08:00:21:700,43.2,16,11,15,177,104,0.6,0.9,0.4,0.6
2024-01-08 08:00:21:800,43.0,16,16,15,151,108,0.5,1.0,0.4,0.6
2024-01-08 08:00:21:900,42.5,16,12,15,174,101,0.3,1.0,0.5,0.6
2024-01-08 08:00:22:000,41.5,16,13,16,165,100,0.5,0.9,0.4,0.5
2024-01-08 08:00:22:100,42.8,16,13,12,157,97,0.5,1.0,0.5,0.6
2024-01-08 08:00:22:200,42.5,16,10,12,178,108,0.5,1.0,0.5,0.5
2024-01-08 08:00:22:300,42.7,16,13,14,184,90,0.5,0.9,0.4,0.5
2024-01-08 08:00:22:400,42.2,16,11,13,161,93,0.7,1.0,0.5,0.5
2024-01-08 08:00:22:500,43.4,16,11,17,154,92,0.7,1.0,0.4,0.5
2024-01-08 08:00:22:600,43.3,16,14,15,166,93,0.8,1.0,0.4,0.6
2024-01-08 08:00:22:700,41.4,16,11,16,164,108,0.5,0.9,0.5,0.6
2024-01-08 08:00:22:800,41.5,16,10,14,162,102,0.4,1.0,0.4,0.5
