2024-01-09 16:00:00:000,44.1,10,13,13,179,93,0.3,1.0,0.5,0.6,1
2024-01-09 16:00:00:100,44.1,15,14,16,164,107,0.7,0.9,0.4,0.6,1
2024-01-09 16:00:00:200,44.1,11,16,11,174,101,0.4,1.0,0.5,0.6,1
2024-01-09 16:00:00:300,44.1,12,12,17,179,98,0.4,1.0,0.5,0.6,1
2024-01-09 16:00:00:400,44.1,13,11,17,179,100,0.7,0.9,0.5,0.6,1
2024-01-09 16:00:00:500,44.1,14,14,13,181,101,0.6,1.0,0.5,0.5,1
2024-01-09 16:00:00:600,44.2,11,9,12,183,107,0.8,0.9,0.4,0.6,1
2024-01-09 16:00:00:700,44.2,14,13,17,173,102,0.4,1.0,0.5,0.5,1
2024-01-09 16:00:00:800,44.4,10,16,16,160,101,0.8,0.9,0.4,0.5,1
2024-01-09 16:00:00:900,44.4,12,11,16,179,95,0.5,1.0,0.5,0.6,1
2024-01-09 16:00:01:000,44.6,11,15,11,182,105,0.6,1.0,0.5,0.6,1
2024-01-09 16:00:01:100,44.9,13,16,13,152,106,0.8,0.9,0.4,0.5,1
2024-01-09 16:00:01:200,45.3,13,13,15,162,93,0.5,1.0,0.5,0.5,1
2024-01-09 16:00:01:300,45.6,11,15,15,150,96,0.7,1.0,0.4,0.6,1
2024-01-09 16:00:01:400,45.9,11,11,13,172,108,0.4,0.9,0.4,0.5,1
2024-01-09 16:00:01:500,46.5,11,10,13,157,95,0.6,0.9,0.5,0.6,1
2024-01-09 16:00:01:600,47.1,15,14,11,156,95,0.7,1.0,0.4,0.5,1
2024-01-09 16:00:01:700,47.3,13,10,16,184,107,0.4,1.0,0.5,0.6,1
2024-01-09 16:00:01:800,48.1,11,9,16,172,96,0.5,1.0,0.5,0.5,1
2024-01-09 16:00:01:900,48.9,13,12,16,165,90,0.5,0.9,0.4,0.5,1
2024-01-09 16:00:02:000,50.2,12,11,12,152,106,0.4,1.0,0.4,0.5,1
2024-01-09 16:00:02:100,50.5,12,10,12,165,98,0.6,0.9,0.4,0.5,1
2024-01-09 16:00:02:200,51.1,12,10,12,168,90,0.6,0.9,0.5,0.5,1
2024-01-09 16:00:02:300,52.4,9,12,13,175,91,0.4,1.0,0.4,0.5,1
2024-01-09 16:00:02:400,54.3,15,10,12,180,98,0.5,0.9,0.4,0.5,1
2024-01-09 16:00:02:500,54.5,9,14,12,166,96,0.8,0.9,0.5,0.6,1
2024-01-09 16:00:02:600,54.8,8,10,16,178,95,0.5,1.0,0.4,0.6,1
2024-01-09 16:00:02:700,55.7,10,11,11,182,105,0.5,0.9,0.4,0.5,1
2024-01-09 16:00:02:800,57.9,14,13,12,172,95,0.6,1.0,0.4,0.5,1
2024-01-09 16:00:02:900,58.3,10,14,17,161,94,0.4,0.9,0.5,0.5,1
2024-01-09 16:00:03:000,59.0,13,10,11,175,99,0.4,0.9,0.4,0.5,1
2024-01-09 16:00:03:100,61.3,10,13,12,183,102,0.7,0.9,0.4,0.5,1
2024-01-09 16:00:03:200,64.0,11,12,12,175,104,0.8,0.9,0.5,0.5,1
2024-01-09 16:00:03:300,65.4,12,12,15,164,99,0.6,0.9,0.5,0.5,1
2024-01-09 16:00:03:400,67.0,11,15,15,169,89,0.4,1.0,0.5,0.6,1
2024-01-09 16:00:03:500,68.3,10,14,14,168,90,0.5,0.9,0.4,0.6,1
2024-01-09 16:00:03:600,69.0,11,11,13,172,98,0.4,1.0,0.5,0.6,1
2024-01-09 16:00:03:700,72.3,12,14,12,159,98,0.5,1.0,0.4,0.6,1
2024-01-09 16:00:03:800,75.8,14,16,13,177,92,0.5,1.0,0.5,0.5,1
2024-01-09 16:00:03:900,79.2,8,11,16,162,97,0.5,1.0,0.4,0.5,1
2024-01-09 16:00:04:000,81.0,15,13,12,171,106,0.7,0.9,0.5,0.5,1
2024-01-09 16:00:04:100,82.1,13,12,14,178,105,0.5,0.9,0.5,0.5,1
2024-01-09 16:00:04:200,84.9,13,14,17,153,96,0.4,1.0,0.5,0.6,1
2024-01-09 16:00:04:300,86.5,11,12,14,155,90,0.6,0.9,0.5,0.5,1
2024-01-09 16:00:04:400,91.3,14,10,12,161,103,0.8,0.9,0.4,0.6,1
2024-01-09 16:00:04:500,93.5,12,10,12,171,108,0.3,1.0,0.4,0.6,1
2024-01-09 16:00:04:600,97.5,9,16,16,158,101,0.6,1.0,0.5,0.5,1
2024-01-09 16:00:04:700,98.6,9,11,15,154,96,0.6,1.0,0.4,0.6,1
2024-01-09 16:00:04:800,101.5,14,15,12,177,107,0.6,0.9,0.4,0.5,1
2024-01-09 16:00:04:900,106.4,8,13,11,155,90,0.6,1.0,0.4,0.6,1
2024-01-09 16:00:20:000,41.0,16,13,13,165,93,0.6,1.0,0.4,0.5,2
2024-01-09 16:00:20:100,40.8,21,15,17,165,97,0.7,0.9,0.5,0.5,2
2024-01-09 16:00:20:200,41.6,24,12,13,154,91,0.5,1.0,0.4,0.6,2
2024-01-09 16:00:20:300,43.2,28,12,12,174,94,0.5,0.9,0.5,0.6,2
