40.8,10,12,13,161,88,0.8,1.0,0.5,0.6
40.9,10,12,13,162,88,0.8,1.0,0.5,0.6
41.0,11,13,14,162,89,0.8,1.0,0.6,0.6
41.3,11,13,14,162,89,0.8,1.1,0.6,0.7
41.3,11,14,14,163,89,0.9,1.1,0.6,0.7
41.5,12,14,15,163,89,0.9,1.1,0.7,0.7
41.8,12,14,15,164,89,0.9,1.1,0.7,0.7
42.0,13,15,15,164,90,1.0,1.1,0.8,0.8
42.2,13,15,16,164,90,1.0,1.2,0.8,0.8
42.3,14,15,16,165,90,1.0,1.2,0.9,0.8
42.5,14,16,16,165,91,1.0,1.2,0.9,0.9
42.8,15,17,16,166,91,1.1,1.2,0.9,0.9
43.0,15,17,16,166,91,1.1,1.2,1.0,0.9
43.2,16,17,17,167,92,1.1,1.2,1.0,1.0
43.4,16,17,17,167,92,1.2,1.3,1.0,1.0
43.4,17,18,17,167,92,1.2,1.3,1.1,1.0
43.6,17,18,18,168,92,1.2,1.3,1.1,1.0
43.9,17,19,18,168,92,1.2,1.3,1.1,1.1
44.2,18,19,18,168,93,1.2,1.3,1.2,1.1
44.4,18,19,18,169,93,1.3,1.3,1.2,1.1
44.6,19,19,19,169,93,1.3,1.4,1.2,1.2
44.8,19,20,20,170,93,1.3,1.4,1.3,1.2
45.0,20,20,20,170,93,1.3,1.4,1.3,1.2
45.2,20,20,21,171,94,1.4,1.4,1.3,1.3
45.5,21,21,21,171,94,1.4,1.5,1.3,1.3
45.6,21,21,21,171,94,1.4,1.5,1.3,1.3
45.9,22,21,22,171,95,1.5,1.5,1.3,1.4
46.0,22,22,22,171,95,1.5,1.5,1.4,1.4
46.1,22,22,23,172,95,1.5,1.5,1.4,1.4
46.3,22,23,23,172,95,1.5,1.6,1.4,1.4
46.4,23,23,23,173,96,1.5,1.6,1.4,1.5
46.5,23,23,24,173,96,1.6,1.6,1.5,1.5
46.8,23,24,24,174,96,1.6,1.6,1.5,1.5
47.1,24,24,25,174,96,1.6,1.6,1.5,1.6
47.2,24,25,25,174,97,1.7,1.7,1.6,1.6
47.3,25,25,25,175,97,1.7,1.7,1.6,1.6
47.6,25,25,26,175,97,1.7,1.7,1.6,1.7
47.7,25,25,26,175,97,1.7,1.7,1.6,1.7
47.8,26,26,26,176,97,1.7,1.7,1.6,1.7
48.0,26,26,26,176,98,1.8,1.8,1.7,1.7
48.3,27,26,26,176,98,1.8,1.8,1.7,1.8
48.4,27,27,27,177,98,1.8,1.8,1.7,1.8
48.6,27,27,27,177,98,1.8,1.8,1.8,1.8
48.7,27,28,28,177,99,1.8,1.9,1.8,1.8
48.9,28,28,28,178,99,1.9,1.9,1.8,1.8
49.3,29,29,28,178,99,1.9,1.9,1.9,1.9
49.3,29,29,29,179,99,1.9,1.9,1.9,1.9
49.4,29,29,29,179,99,2.0,2.0,1.9,2.0
49.7,30,30,30,180,100,2.0,2.0,2.0,2.0
50.0,30,30,30,180,100,2.0,2.0,2.0,2.0
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.6
40.8,10,12,13,163,88,0.8,1.0,0.5,0.6
40.9,10,12,13,163,88,0.8,1.0,0.5,0.6
40.9,11,12,13,163,88,0.9,1.0,0.5,0.6
41.0,11,13,14,163,88,0.9,1.0,0.6,0.8
41.2,12,14,14,164,89,1.0,1.1,0.7,1.1
42.0,13,15,15,165,89,1.1,1.2,0.8,1.3
44.2,17,17,18,167,90,1.2,1.4,1.2,1.5
48.2,18,19,26,172,92,1.6,1.8,1.8,1.8
50.0,30,30,30,180,100,2.0,2.0,2.0,2.0
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.9,10,13,13,162,88,0.8,1.0,0.5,0.6
41.2,10,13,14,162,89,0.9,1.0,0.6,0.6
41.5,11,13,14,163,89,0.9,1.0,0.6,0.6
41.6,12,14,15,163,89,0.9,1.0,0.6,0.6
41.8,12,15,15,163,90,1.0,1.0,0.7,0.6
42.1,13,15,15,163,90,1.0,1.1,0.7,0.7
42.2,14,15,16,164,90,1.0,1.1,0.7,0.7
42.2,14,16,16,164,91,1.0,1.1,0.7,0.8
42.4,14,16,16,165,91,1.0,1.1,0.8,0.8
42.7,15,16,17,165,91,1.0,1.2,0.8,0.8
42.9,16,16,17,166,91,1.1,1.2,0.8,0.9
43.0,16,17,17,166,92,1.1,1.2,0.8,0.9
43.1,16,17,18,167,92,1.1,1.2,0.9,0.9
43.4,17,18,18,167,92,1.1,1.2,0.9,0.9
43.6,17,18,18,167,92,1.2,1.3,0.9,0.9
43.8,18,18,19,168,92,1.2,1.3,1.0,1.0
44.1,18,19,19,168,92,1.2,1.3,1.0,1.0
44.2,19,19,20,168,92,1.3,1.3,1.1,1.0
44.3,19,20,20,169,93,1.3,1.3,1.1,1.1
44.6,19,20,20,169,93,1.3,1.3,1.1,1.1
44.7,20,20,21,169,93,1.3,1.4,1.2,1.1
44.8,20,21,21,170,93,1.4,1.4,1.2,1.2
45.1,21,21,21,170,94,1.4,1.4,1.2,1.2
45.4,21,21,22,171,94,1.4,1.4,1.3,1.3
45.8,21,22,22,171,94,1.4,1.5,1.3,1.3
45.9,22,22,22,171,94,1.5,1.5,1.3,1.3
46.2,22,22,22,172,94,1.5,1.5,1.3,1.3
46.3,23,23,23,172,95,1.5,1.5,1.3,1.4
46.6,23,23,23,172,95,1.6,1.6,1.4,1.4
46.7,23,24,23,173,95,1.6,1.6,1.4,1.4
47.0,24,24,24,173,95,1.6,1.6,1.4,1.4
47.1,24,24,24,173,96,1.6,1.6,1.4,1.5
47.3,24,25,24,173,96,1.6,1.7,1.5,1.5
47.3,24,25,25,174,96,1.7,1.7,1.5,1.5
47.4,25,25,25,174,96,1.7,1.7,1.5,1.6
47.5,26,26,26,175,97,1.7,1.7,1.5,1.6
47.7,26,26,26,175,97,1.7,1.7,1.6,1.6
47.9,27,27,26,176,97,1.7,1.8,1.6,1.7
48.0,27,27,27,177,97,1.8,1.8,1.6,1.7
48.2,27,27,27,177,98,1.8,1.8,1.7,1.7
48.4,28,27,28,177,98,1.8,1.8,1.7,1.8
48.5,28,27,28,178,98,1.8,1.9,1.7,1.8
48.8,28,28,28,178,99,1.9,1.9,1.8,1.8
49.0,29,28,28,178,99,1.9,1.9,1.8,1.9
49.1,29,28,28,179,99,1.9,1.9,1.9,1.9
49.2,29,29,29,179,99,2.0,1.9,1.9,1.9
49.5,30,29,29,179,100,2.0,2.0,2.0,1.9
49.8,30,29,29,180,100,2.0,2.0,2.0,2.0
50.0,30,30,30,180,100,2.0,2.0,2.0,2.0
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.5
40.8,10,12,13,162,88,0.8,1.0,0.5,0.6
40.9,10,12,13,162,88,0.8,1.0,0.5,0.6
40.9,10,12,13,162,89,0.8,1.0,0.5,0.6
41.0,10,12,13,162,89,0.8,1.0,0.5,0.6
41.0,10,12,14,162,89,0.8,1.0,0.5,0.6
41.2,10,12,14,162,89,0.9,1.0,0.5,0.6
41.3,11,13,14,162,89,0.9,1.0,0.5,0.6
41.3,11,13,14,162,89,0.9,1.0,0.5,0.6
41.4,11,13,14,162,89,0.9,1.1,0.5,0.6
