2024-07-29 10:43:18:721,40.5,10,12,13,166,89,0.8,1.0,0.5,0.6
2024-07-29 10:43:18:819,40.5,10,12,13,166,89,0.8,1.1,0.4,0.6
2024-07-29 10:43:18:919,40.5,10,12,13,165,89,0.8,1.0,0.5,0.5
2024-07-29 10:43:19:019,40.5,10,12,13,165,89,0.9,1.1,0.4,0.5
2024-07-29 10:43:19:119,40.5,10,12,13,165,89,0.8,1.1,0.5,0.5
2024-07-29 10:43:19:219,40.5,10,12,13,164,89,0.8,0.9,0.5,0.6
2024-07-29 10:43:19:319,40.5,10,12,13,164,89,0.8,1.0,0.6,0.6
2024-07-29 10:43:19:419,40.5,10,12,13,164,89,0.8,1.0,0.5,0.6
2024-07-29 10:43:19:519,40.5,10,12,13,162,88,0.8,1.0,0.4,0.5
2024-07-29 10:43:19:619,40.5,10,12,13,162,88,0.9,0.9,0.5,0.5
2024-07-29 10:43:19:719,40.5,10,12,13,162,88,0.8,0.9,0.5,0.5
2024-07-29 10:43:19:819,40.5,10,12,13,163,88,0.8,1.0,0.6,0.6
2024-07-29 10:43:19:919,40.5,10,12,13,163,88,0.8,1.1,0.5,0.6
2024-07-29 10:43:20:019,40.5,10,12,13,163,88,0.8,1.0,0.5,0.5
2024-07-29 10:43:20:119,40.5,10,12,13,163,89,0.7,0.9,0.6,0.5
2024-07-29 10:43:20:219,40.5,10,12,13,163,89,0.9,1.0,0.5,0.5
2024-07-29 10:43:20:319,40.5,10,12,13,163,89,0.8,1.1,0.6,0.5
2024-07-29 10:43:20:419,40.5,10,12,13,163,89,0.9,1.0,0.5,0.6
2024-07-29 10:43:20:519,40.5,10,12,13,163,89,0.8,1.0,0.5,0.6
2024-07-29 10:43:20:619,40.5,10,12,13,163,89,0.9,1.0,0.5,0.6
2024-07-29 10:43:20:719,40.5,10,12,13,164,89,0.8,1.0,0.6,0.6
2024-07-29 10:43:20:819,40.5,10,12,13,164,89,0.8,1.0,0.5,0.5
2024-07-29 10:43:20:919,40.5,10,12,13,164,89,0.8,1.0,0.5,0.5
2024-07-29 10:43:21:019,40.5,10,12,13,164,89,0.8,1.0,0.5,0.6
2024-07-29 10:43:21:119,40.5,10,12,13,164,89,0.9,1.0,0.4,0.5
2024-07-29 10:43:21:219,40.5,10,12,13,164,89,0.9,1.0,0.4,0.5
2024-07-29 10:43:21:319,40.5,10,12,13,162,89,0.8,1.0,0.5,0.4
2024-07-29 10:43:21:419,40.5,10,12,13,162,89,0.9,1.1,0.5,0.5
2024-07-29 10:43:21:519,40.5,10,12,13,162,89,0.9,0.9,0.4,0.6
2024-07-29 10:43:21:619,40.5,10,12,13,163,89,0.9,0.9,0.4,0.5
2024-07-29 10:43:21:719,40.5,10,12,13,163,89,0.9,1.0,0.5,0.6
2024-07-29 10:43:21:819,40.5,10,12,13,163,89,0.9,0.9,0.5,0.5
2024-07-29 10:43:21:919,40.5,10,13,15,161,89,0.8,1.0,0.5,0.6
2024-07-29 10:43:22:019,40.5,10,13,15,161,89,0.9,1.0,0.5,0.6
2024-07-29 10:43:22:119,40.5,10,13,15,161,89,0.8,1.0,0.5,0.5
