2024-01-08 01:00:00:000,45.5,16,17,19,224,98,0.3,0.9,0.4,0.6,1
2024-01-08 01:00:00:100,46.0,16,17,19,224,98,0.3,1.0,0.4,0.7,1
2024-01-08 01:00:00:200,46.4,16,17,19,224,98,0.3,1.1,0.5,0.6,1
2024-01-08 01:00:00:300,46.9,16,17,19,224,99,0.3,0.9,0.4,0.6,1
2024-01-08 01:00:00:400,47.3,16,17,19,224,99,0.3,0.9,0.4,0.6,1
2024-01-08 01:00:00:500,47.6,16,17,19,224,99,0.3,1.0,0.4,0.6,1
2024-01-08 01:00:00:600,47.8,16,17,19,224,99,0.3,1.0,0.4,0.5,1
2024-01-08 01:00:00:700,48.0,16,17,19,224,99,0.3,0.9,0.5,0.7,1
2024-01-08 01:00:00:800,48.0,16,17,19,224,99,0.3,1.0,0.5,0.6,1
2024-01-08 01:00:00:900,48.2,16,17,19,223,99,0.3,1.0,0.4,0.5,1
2024-01-08 01:00:01:000,48.4,16,17,19,223,99,0.3,0.9,0.5,0.6,1
2024-01-08 01:00:01:100,48.4,16,17,19,223,99,0.3,1.0,0.4,0.6,1
2024-01-08 01:00:01:200,48.5,16,17,19,224,98,0.3,0.9,0.4,0.6,1
2024-01-08 01:00:01:300,48.5,16,17,19,224,98,0.3,0.9,0.5,0.6,1
2024-01-08 01:00:01:400,48.6,16,17,19,224,98,0.4,1.0,0.5,0.6,1
2024-01-08 01:00:01:500,48.7,16,17,19,225,98,0.4,1.0,0.4,0.6,1
2024-01-08 01:00:01:600,48.7,16,17,19,225,98,0.3,0.9,0.5,0.7,1
2024-01-08 01:00:01:700,48.8,16,17,19,225,98,0.2,1.1,0.4,0.5,1
2024-01-08 01:00:01:800,48.9,16,17,19,224,98,0.2,1.0,0.5,0.6,1
2024-01-08 01:00:01:900,48.9,16,17,19,224,98,0.2,1.0,0.5,0.6,1
2024-01-08 01:00:02:000,49.0,15,16,17,224,98,0.3,1.0,0.4,0.5,1
2024-01-08 01:00:02:100,49.1,15,16,17,224,98,0.3,0.9,0.4,0.6,1
2024-01-08 01:00:02:200,49.1,15,16,17,224,98,0.4,1.0,0.4,0.7,1
2024-01-08 01:00:02:300,49.2,15,16,17,224,98,0.4,1.0,0.5,0.6,1
2024-01-08 01:00:02:400,49.2,15,16,17,226,98,0.3,1.0,0.4,0.7,1
2024-01-08 01:00:02:500,49.2,15,16,17,226,98,0.2,0.9,0.4,0.6,1
2024-01-08 01:00:02:600,49.2,15,16,17,226,98,0.3,1.0,0.4,0.7,1
2024-01-08 01:00:02:700,49.3,15,16,17,224,98,0.3,1.0,0.5,0.5,1
2024-01-08 01:00:02:800,49.3,15,16,17,224,98,0.3,0.9,0.5,0.6,1
2024-01-08 01:00:02:900,49.3,15,16,17,224,98,0.4,1.0,0.5,0.6,1
2024-01-08 01:00:03:000,49.4,15,16,17,225,98,0.3,0.9,0.4,0.5,1
2024-01-08 01:00:03:100,49.4,15,16,17,225,98,0.2,0.9,0.4,0.6,1
2024-01-08 01:00:03:200,49.4,15,16,17,225,98,0.3,1.1,0.4,0.6,1
2024-01-08 01:00:03:300,49.4,15,16,17,226,98,0.3,0.9,0.4,0.6,1
2024-01-08 01:00:03:400,49.5,15,16,17,226,98,0.2,0.8,0.6,0.5,1
2024-01-08 01:00:03:500,49.5,15,16,17,226,98,0.3,0.9,0.4,0.6,1
2024-01-08 01:00:03:600,49.6,15,16,17,226,98,0.3,1.0,0.4,0.6,1
2024-01-08 01:00:03:700,49.6,15,16,17,226,98,0.3,0.9,0.4,0.7,1
2024-01-08 01:00:03:800,49.7,15,16,17,226,98,0.2,1.0,0.5,0.6,1
2024-01-08 01:00:03:900,49.7,16,17,19,227,98,0.3,1.0,0.4,0.5,1
2024-01-08 01:00:04:000,49.7,16,17,19,227,98,0.3,0.9,0.6,0.6,1
2024-01-08 01:00:04:100,49.7,16,17,19,227,98,0.3,1.0,0.4,0.6,1
2024-01-08 01:00:04:200,49.8,16,17,19,228,98,0.4,1.0,0.5,0.6,1
2024-01-08 01:00:04:300,49.8,16,17,19,228,98,0.4,1.0,0.5,0.6,1
2024-01-08 01:00:04:400,49.8,16,17,19,228,98,0.4,1.0,0.5,0.6,1
2024-01-08 01:00:04:500,49.9,16,17,19,227,98,0.3,0.9,0.3,0.7,1
2024-01-08 01:00:04:600,49.9,16,17,19,227,98,0.3,1.0,0.4,0.6,1
2024-01-08 01:00:04:700,49.9,16,17,19,227,98,0.3,1.0,0.4,0.6,1
2024-01-08 01:00:04:800,50.0,16,17,19,225,98,0.4,1.0,0.4,0.5,1
2024-01-08 01:00:04:900,50.0,15,16,17,225,98,0.2,1.1,0.4,0.6,1
2024-01-08 01:00:05:000,42.0,15,16,17,225,98,0.3,0.9,0.4,0.5,0
2024-01-08 01:00:05:100,42.0,15,16,17,225,99,0.3,0.8,0.6,0.6,0
2024-01-08 01:00:05:200,42.0,15,16,17,225,99,0.3,1.0,0.5,0.5,0
2024-01-08 01:00:05:300,42.0,15,16,17,225,99,0.3,1.0,0.5,0.6,0
2024-01-08 01:00:05:400,42.0,15,16,17,225,98,0.3,0.9,0.4,0.7,0
2024-01-08 01:00:05:500,42.0,15,16,17,225,98,0.2,1.1,0.4,0.6,0
2024-01-08 01:00:05:600,42.0,15,16,17,225,98,0.3,1.0,0.4,0.6,0
2024-01-08 01:00:05:700,42.0,15,16,17,225,98,0.2,1.0,0.4,0.6,0
